"","cluster","geo_id","StartTime","EndTime","Lon.50.","Lon.2.5.","Lon.97.5.","Lat.50.","Lat.2.5.","Lat.97.5.","sitenum","duration","period","geo.id2","band.id","animal.id","animal.taxon","deploy.on.date","deploy.on.time_GMT","deploy.off.date","deploy.off.time","lig.estimated.deploy.day","lig.estimated.recovery.day","animal.latest.date.born","animal.life.stage","Age.status","Wing.cord.mm","animal.mass","animal.sex","animal.taxon.detail","attachment.type","deploy.latitude","deploy.longitude","recovery.latitude","recovery.longitude","deployment.comments","deployment.end.type","manipulation.type","study.site","deploy.range","tag.comments","study.site.specification","tag.manufacturer.name","tag.mass","tag.model","tag.readout.method","tag.serial.no","Study","preliminary_analysis","recording_interval_seconds","light_threshold","Time_shift_hours","Recorded_North_South_mig","Light_Data_Available","Time_shift","In_habitat_median_zenith_angle","Hill_Ekstrom_median_angle","tol","MCMC.iter","MCMC.thin","MCMC.chains","changeLight.days","changelight.quantile","mergesites.distance","stat.nbr.limit","path.elongated","Insert_twilights","Range_region","Fall_carrib_edits","Clock_drift_edits","mod.deploy.lon","mod.deploy.lat","nbr.departure","spring.equinox.year","spring.equinox.date","Recaptured","IH.calib.start","IH.calib.end","IH.calib.start2","IH.calib.end2","Zenith0_adjustment","br.departure","br.arrival","br.departure.woodsworth","br.arrival.woodsworth","nbr.arrival.woodsworth","nbr.departure.woodsworth","X","First.trans.flight.start","first.trans.flight.start","First.trans.flight.start.1","first.trans.flight.start.1","light.review.quality","Breeding_region_MC","site_type","IQR.lon.dist","IQR.lat.dist","fall.br.departure","spring.br.arrival","NB_count","year.difference","Standard.geo.id","nbr.arrival","NB.first.site.arrival","id","sorted.num","next.cluster"
"166",14,"V8296_004","2020-05-19 10:08","2020-05-19 10:08",-67.91293813,-68.09358187,-67.73745503,5.128682897,4.563101417,5.688464743,8,134.5288194,"Non-breeding period","","2920-25333",NA,"Setophaga","2019-07-10","7:00","?",NA,"2019-07-10","","","SY","Adult",71,12,"Male","striata","harness",47.38248,-71.08315,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No ",120,NA,59.21956088,"Both","Yes","Yes",92.84767818,93.75,0.15,1000,20,3,1,0.9,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-04-18",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"2019-09-10","2020-05-27","","","","",NA,"","","","","","Eastern Region","Nonbreeding",39485.14143,125274.8724,"2019-09-20","2020-05-26",1,0,"8296-004","2020-05-19 10:08","2020-05-19 10:08",1,14,9
"167",9,"V8296_004","2020-05-19 1:41","2020-05-19 1:41",-71.56176116,-71.74994121,-71.47085905,17.82887344,17.70901056,18.09698994,7,12,"Post-breeding migration","","2920-25333",NA,"Setophaga","2019-07-10","7:00","?",NA,"2019-07-10","","","SY","Adult",71,12,"Male","striata","harness",47.38248,-71.08315,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No ",120,NA,59.21956088,"Both","Yes","Yes",92.84767818,93.75,0.15,1000,20,3,1,0.9,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-04-18",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"2019-09-10","2020-05-27","","","","",NA,"","","","","","Eastern Region","Stopover",29575.28173,43189.66635,"2019-09-20","2020-05-26",NA,0,"8296-004","2020-05-19 10:08","2020-05-19 10:08",1,9,23
"168",23,"V8296_004",NA,NA,-71.08716,-71.08315,-71.08315,47.38339,47.38248,47.38248,8,NA,"Post-breeding migration","","2920-25333",NA,"Setophaga","2019-07-10","7:00","?",NA,"2019-07-10","","","SY","Adult",71,12,"Male","striata","harness",47.38248,-71.08315,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No ",120,NA,59.21956088,"Both","Yes","Yes",92.84767818,93.75,0.15,1000,20,3,1,0.9,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-04-18",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"2019-09-10","2020-05-27","","","","",NA,"","","","","","Eastern Region","Breeding",0,0,"2019-09-20","2020-05-26",NA,0,"8296-004","2020-05-19 10:08",NA,NA,23,NA
"169",14,"V8296_005","2019-06-24 6:10","2019-08-30 4:02",-71.36577611,-71.40560826,-71.33607842,1.906682531,1.589442459,2.117236757,6,155.0131481,"Non-breeding period","","2920-25307",NA,"Setophaga","2019-06-18","6:45","?",NA,"2019-06-18","","","SY","Adult",72,11.4,"Male","striata","harness",47.38323,-71.09479,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","Yes ",120,NA,55.95313996,"Both","Yes","Yes",93.33852757,93,0.085,1000,20,3,1,0.8,250,14,FALSE,"Yes","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-04-01",2020,"2020-03-19","No","2019-07-01","2019-08-20",NA,NA,0,"2019-09-09","2020-05-27","","","","",NA,"2019-09-28","2019-10-01","2019-10-08","2019-10-09","good","Eastern Region","Nonbreeding",7735.74057,58753.79245,"2019-09-08","2020-05-27",1,0,"8296-005","2019-06-24 6:10","2019-06-24 6:10",1,14,23
"170",23,"V8296_005","2019-09-09 23:17","2019-09-09 23:17",-71.08716,-71.09479,-71.09479,47.38339,47.38323,47.38323,1,68.94013889,"Breeding","","2920-25307",NA,"Setophaga","2019-06-18","6:45","?",NA,"2019-06-18","","","SY","Adult",72,11.4,"Male","striata","harness",47.38323,-71.09479,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","Yes ",120,NA,55.95313996,"Both","Yes","Yes",93.33852757,93,0.085,1000,20,3,1,0.8,250,14,FALSE,"Yes","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-04-01",2020,"2020-03-19","No","2019-07-01","2019-08-20",NA,NA,0,"2019-09-09","2020-05-27","","","","",NA,"2019-09-28","2019-10-01","2019-10-08","2019-10-09","good","Eastern Region","Breeding",0,0,"2019-09-08","2020-05-27",NA,0,"8296-005","2019-06-24 6:10",NA,NA,23,NA
"171",23,"V8296_005",NA,NA,-71.08716,-71.09479,-71.09479,47.38339,47.38323,47.38323,6,NA,"Post-breeding migration","","2920-25307",NA,"Setophaga","2019-06-18","6:45","?",NA,"2019-06-18","","","SY","Adult",72,11.4,"Male","striata","harness",47.38323,-71.09479,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","Yes ",120,NA,55.95313996,"Both","Yes","Yes",93.33852757,93,0.085,1000,20,3,1,0.8,250,14,FALSE,"Yes","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-04-01",2020,"2020-03-19","No","2019-07-01","2019-08-20",NA,NA,0,"2019-09-09","2020-05-27","","","","",NA,"2019-09-28","2019-10-01","2019-10-08","2019-10-09","good","Eastern Region","Breeding",0,0,"2019-09-08","2020-05-27",NA,0,"8296-005","2019-06-24 6:10",NA,NA,23,NA
"172",12,"V8296_006","2019-06-21 6:19","2019-06-22 5:20",-70.13196186,-70.30150872,-69.97916443,7.764933581,7.078728159,8.381191391,9,133.5064236,"Non-breeding period","","2920-25329",NA,"Setophaga","2019-07-09","8:20","?",NA,"2019-07-09","","","AHY","Adult",73,13.1,"Male","striata","harness",47.38599,-71.08172,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,NA,"Both","Yes","Yes",92.40639789,93,0.1,1000,20,3,1,0.92,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-05-04",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"2019-09-21","2020-05-28","","","","",NA,"","","","","","Eastern Region","Nonbreeding",35554.17732,144989.5438,"2019-09-27","2020-05-28",2,0,"8296-006","2020-06-08 5:48","2020-06-08 5:48",1,12,11
"173",11,"V8296_006","2019-06-23 11:05","2019-06-23 11:05",-69.75989081,-70.18748705,-69.36460422,10.32833641,8.732426174,11.44108609,10,32.00041667,"Non-breeding period","","2920-25329",NA,"Setophaga","2019-07-09","8:20","?",NA,"2019-07-09","","","AHY","Adult",73,13.1,"Male","striata","harness",47.38599,-71.08172,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,NA,"Both","Yes","Yes",92.40639789,93,0.1,1000,20,3,1,0.92,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-05-04",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"2019-09-21","2020-05-28","","","","",NA,"","","","","","Eastern Region","Nonbreeding",90118.58419,301526.6428,"2019-09-27","2020-05-28",3,0,"8296-006","2020-06-08 5:48","2020-06-08 5:48",1,11,NA
"174",11,"V8296_006","2019-09-02 3:42","2019-09-02 3:42",-70.09413288,-70.88602841,-69.37396707,10.80584968,9.239688471,11.91312896,11,4.534375,"Pre-breeding migration","","2920-25329",NA,"Setophaga","2019-07-09","8:20","?",NA,"2019-07-09","","","AHY","Adult",73,13.1,"Male","striata","harness",47.38599,-71.08172,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,NA,"Both","Yes","Yes",92.40639789,93,0.1,1000,20,3,1,0.92,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-05-04",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"2019-09-21","2020-05-28","","","","",NA,"","","","","","Eastern Region","Stopover",165337.0652,297606.0338,"2019-09-27","2020-05-28",NA,0,"8296-006","2020-06-08 5:48","2020-06-08 5:48",1,11,23
"175",23,"V8296_006","2020-05-03 0:09","2020-05-03 0:09",-71.08716,-71.08172,-71.08172,47.38339,47.38599,47.38599,1,36.3627662,"Breeding","","2920-25329",NA,"Setophaga","2019-07-09","8:20","?",NA,"2019-07-09","","","AHY","Adult",73,13.1,"Male","striata","harness",47.38599,-71.08172,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,NA,"Both","Yes","Yes",92.40639789,93,0.1,1000,20,3,1,0.92,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-05-04",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"2019-09-21","2020-05-28","","","","",NA,"","","","","","Eastern Region","Breeding",0,0,"2019-09-27","2020-05-28",NA,0,"8296-006","2020-06-08 5:48",NA,NA,23,6
"176",6,"V8296_006","2020-05-24 1:39","2020-05-24 1:39",-69.78966739,-71.29095301,-68.0123924,44.85175681,43.71199685,47.61695828,3,3.008229167,"Post-breeding migration","","2920-25329",NA,"Setophaga","2019-07-09","8:20","?",NA,"2019-07-09","","","AHY","Adult",73,13.1,"Male","striata","harness",47.38599,-71.08172,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,NA,"Both","Yes","Yes",92.40639789,93,0.1,1000,20,3,1,0.92,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-05-04",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"2019-09-21","2020-05-28","","","","",NA,"","","","","","Eastern Region","Stopover",258720.4237,434698.3174,"2019-09-27","2020-05-28",NA,0,"8296-006","2020-06-08 5:48","2020-06-08 5:48",1,6,NA
"177",6,"V8296_006","2020-05-30 3:28","2020-05-30 3:28",-73.58722439,-74.87442194,-72.27733763,49.2820049,43.1401518,53.76660356,6,2.475763889,"Post-breeding migration","","2920-25329",NA,"Setophaga","2019-07-09","8:20","?",NA,"2019-07-09","","","AHY","Adult",73,13.1,"Male","striata","harness",47.38599,-71.08172,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,NA,"Both","Yes","Yes",92.40639789,93,0.1,1000,20,3,1,0.92,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-05-04",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"2019-09-21","2020-05-28","","","","",NA,"","","","","","Eastern Region","Stopover",188585.1822,1182931.199,"2019-09-27","2020-05-28",NA,0,"8296-006","2020-06-08 5:48","2020-06-08 5:48",1,6,7
"178",7,"V8296_006","2020-06-04 10:40","2020-06-04 10:40",-79.18992779,-79.36341288,-79.04824185,33.67259847,33.1539128,34.93921102,7,11.98771991,"Post-breeding migration","","2920-25329",NA,"Setophaga","2019-07-09","8:20","?",NA,"2019-07-09","","","AHY","Adult",73,13.1,"Male","striata","harness",47.38599,-71.08172,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,NA,"Both","Yes","Yes",92.40639789,93,0.1,1000,20,3,1,0.92,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-05-04",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"2019-09-21","2020-05-28","","","","",NA,"","","","","","Eastern Region","Stopover",29198.13857,198738.488,"2019-09-27","2020-05-28",NA,0,"8296-006","2020-06-08 5:48","2020-06-08 5:48",1,7,11
"179",11,"V8296_006","2020-06-08 5:48","2020-06-08 5:48",-69.86947425,-70.21572879,-69.51944115,9.026312452,7.495373129,10.39029113,8,35.49189815,"Non-breeding period","","2920-25329",NA,"Setophaga","2019-07-09","8:20","?",NA,"2019-07-09","","","AHY","Adult",73,13.1,"Male","striata","harness",47.38599,-71.08172,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,NA,"Both","Yes","Yes",92.40639789,93,0.1,1000,20,3,1,0.92,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-05-04",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"2019-09-21","2020-05-28","","","","",NA,"","","","","","Eastern Region","Nonbreeding",76550.51513,322260.7983,"2019-09-27","2020-05-28",1,0,"8296-006","2020-06-08 5:48","2020-06-08 5:48",1,11,23
"180",23,"V8296_006",NA,NA,-71.08716,-71.08172,-71.08172,47.38339,47.38599,47.38599,11,NA,"Post-breeding migration","","2920-25329",NA,"Setophaga","2019-07-09","8:20","?",NA,"2019-07-09","","","AHY","Adult",73,13.1,"Male","striata","harness",47.38599,-71.08172,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,NA,"Both","Yes","Yes",92.40639789,93,0.1,1000,20,3,1,0.92,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-05-04",2020,"2020-03-19","No","2019-07-17","2019-09-10",NA,NA,0,"2019-09-21","2020-05-28","","","","",NA,"","","","","","Eastern Region","Breeding",0,0,"2019-09-27","2020-05-28",NA,0,"8296-006","2020-06-08 5:48",NA,NA,23,NA
"181",23,"V8296_007","2019-09-24 0:21","2019-09-24 0:21",-71.08716,-71.0869,-71.0869,47.38339,47.38746,47.38746,1,1.003472222,"Breeding","","2920-25318",NA,"Setophaga","2019-06-20","5:35","?",NA,"2019-06-20","","","AHY","Adult",73,12.1,"Male","striata","harness",47.38746,-71.0869,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,54.3868677,"South and partial North","Yes","Yes",92.90782594,93.25,0.15,1000,20,3,2,0.88,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-04-30",2020,"2020-03-19","No","2019-07-10","2019-09-10",NA,NA,0,NA,NA,"","","","",NA,"","","","","","Eastern Region","Breeding",0,0,"2019-09-22",NA,NA,0,"8296-007","2020-05-03 10:36",NA,NA,23,6
"182",6,"V8296_007","2020-01-08 10:24","2020-01-08 10:24",-70.64791514,-70.66030063,-70.64511167,41.99786815,41.96008155,42.00613994,5,24.01532407,"Post-breeding migration","","2920-25318",NA,"Setophaga","2019-06-20","5:35","?",NA,"2019-06-20","","","AHY","Adult",73,12.1,"Male","striata","harness",47.38746,-71.0869,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,54.3868677,"South and partial North","Yes","Yes",92.90782594,93.25,0.15,1000,20,3,2,0.88,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-04-30",2020,"2020-03-19","No","2019-07-10","2019-09-10",NA,NA,0,NA,NA,"","","","",NA,"","","","","","Eastern Region","Stopover",1256.572255,5127.197144,"2019-09-22",NA,NA,0,"8296-007","2020-05-03 10:36","2020-05-03 10:36",1,6,NA
"183",6,"V8296_007","2020-04-08 10:24","2020-04-08 10:24",-68.52336663,-69.52079733,-67.57516966,45.28334869,44.29565322,50.30803791,6,5.51,"Post-breeding migration","","2920-25318",NA,"Setophaga","2019-06-20","5:35","?",NA,"2019-06-20","","","AHY","Adult",73,12.1,"Male","striata","harness",47.38746,-71.0869,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,54.3868677,"South and partial North","Yes","Yes",92.90782594,93.25,0.15,1000,20,3,2,0.88,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-04-30",2020,"2020-03-19","No","2019-07-10","2019-09-10",NA,NA,0,NA,NA,"","","","",NA,"","","","","","Eastern Region","Stopover",152386.6806,669295.6018,"2019-09-22",NA,NA,0,"8296-007","2020-05-03 10:36","2020-05-03 10:36",1,6,9
"184",9,"V8296_007","2020-04-25 23:06","2020-04-25 23:06",-72.17454648,-72.18597351,-72.16869866,18.24474172,18.22163695,18.34850441,7,3,"Post-breeding migration","","2920-25318",NA,"Setophaga","2019-06-20","5:35","?",NA,"2019-06-20","","","AHY","Adult",73,12.1,"Male","striata","harness",47.38746,-71.0869,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,54.3868677,"South and partial North","Yes","Yes",92.90782594,93.25,0.15,1000,20,3,2,0.88,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-04-30",2020,"2020-03-19","No","2019-07-10","2019-09-10",NA,NA,0,NA,NA,"","","","",NA,"","","","","","Eastern Region","Stopover",1826.35257,14122.82116,"2019-09-22",NA,NA,0,"8296-007","2020-05-03 10:36","2020-05-03 10:36",1,9,14
"185",14,"V8296_007","2020-04-27 10:30","2020-04-27 10:30",-68.75589393,-69.54894311,-67.98746266,3.660999868,0.382615149,8.972443113,8,2.513888889,"Post-breeding migration","","2920-25318",NA,"Setophaga","2019-06-20","5:35","?",NA,"2019-06-20","","","AHY","Adult",73,12.1,"Male","striata","harness",47.38746,-71.0869,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,54.3868677,"South and partial North","Yes","Yes",92.90782594,93.25,0.15,1000,20,3,2,0.88,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-04-30",2020,"2020-03-19","No","2019-07-10","2019-09-10",NA,NA,0,NA,NA,"","","","",NA,"","","","","","Eastern Region","Stopover",173468.4679,956215.2749,"2019-09-22",NA,NA,0,"8296-007","2020-05-03 10:36","2020-05-03 10:36",1,14,NA
"186",14,"V8296_007","2020-05-03 10:36","2020-05-03 10:36",-67.31826774,-67.42559493,-67.20709036,3.047926569,2.458111702,3.572880003,9,182.0050347,"Non-breeding period","","2920-25318",NA,"Setophaga","2019-06-20","5:35","?",NA,"2019-06-20","","","AHY","Adult",73,12.1,"Male","striata","harness",47.38746,-71.0869,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,54.3868677,"South and partial North","Yes","Yes",92.90782594,93.25,0.15,1000,20,3,2,0.88,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-04-30",2020,"2020-03-19","No","2019-07-10","2019-09-10",NA,NA,0,NA,NA,"","","","",NA,"","","","","","Eastern Region","Nonbreeding",24289.4096,124095.4396,"2019-09-22",NA,1,0,"8296-007","2020-05-03 10:36","2020-05-03 10:36",1,14,23
"187",23,"V8296_007",NA,NA,-71.08716,-71.0869,-71.0869,47.38339,47.38746,47.38746,9,NA,"Post-breeding migration","","2920-25318",NA,"Setophaga","2019-06-20","5:35","?",NA,"2019-06-20","","","AHY","Adult",73,12.1,"Male","striata","harness",47.38746,-71.0869,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,54.3868677,"South and partial North","Yes","Yes",92.90782594,93.25,0.15,1000,20,3,2,0.88,250,14,FALSE,"","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-04-30",2020,"2020-03-19","No","2019-07-10","2019-09-10",NA,NA,0,NA,NA,"","","","",NA,"","","","","","Eastern Region","Breeding",0,0,"2019-09-22",NA,NA,0,"8296-007","2020-05-03 10:36",NA,NA,23,NA
"188",23,"V8296_008","2020-05-24 2:36","2020-05-24 2:36",-71.08716,-71.08481,-71.08481,47.38339,47.3895,47.3895,1,42.98194444,"Breeding","","2920-25324",NA,"Setophaga","2019-06-21","7:45","?",NA,"2019-06-21","","","AHY","Adult",72,12.2,"Male","striata","harness",47.3895,-71.08481,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,55.21313448,"South and partial North","Yes","Yes",93.14868707,93,0.1,1000,20,3,1,0.9,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-04-11",2020,"2020-03-19","No","2019-07-01","2019-09-15",NA,NA,0,"2019-08-05",NA,"","","","",NA,"","","","","","Eastern Region","Breeding",0,0,"2019-09-20",NA,NA,0,"8296-008","2020-06-05 11:02",NA,NA,23,6
"189",6,"V8296_008","2020-05-26 3:42","2020-05-26 3:42",-72.16275348,-72.91867789,-71.35471086,45.16605679,44.24040223,46.1826029,2,8.385277778,"Post-breeding migration","","2920-25324",NA,"Setophaga","2019-06-21","7:45","?",NA,"2019-06-21","","","AHY","Adult",72,12.2,"Male","striata","harness",47.3895,-71.08481,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,55.21313448,"South and partial North","Yes","Yes",93.14868707,93,0.1,1000,20,3,1,0.9,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-04-11",2020,"2020-03-19","No","2019-07-01","2019-09-15",NA,NA,0,"2019-08-05",NA,"","","","",NA,"","","","","","Eastern Region","Stopover",122748.0732,216204.7892,"2019-09-20",NA,NA,0,"8296-008","2020-06-05 11:02","2020-06-05 11:02",1,6,9
"190",9,"V8296_008","2020-06-04 5:58","2020-06-04 5:58",-72.26207302,-72.27210789,-72.242027,19.36485351,18.29223161,19.70940379,5,18.52,"Post-breeding migration","","2920-25324",NA,"Setophaga","2019-06-21","7:45","?",NA,"2019-06-21","","","AHY","Adult",72,12.2,"Male","striata","harness",47.3895,-71.08481,NA,NA,"","","","Quebec","Breeding","","","Lotek","?","ML-6740","","","Unpublished","No",120,NA,55.21313448,"South and partial North","Yes","Yes",93.14868707,93,0.1,1000,20,3,1,0.9,250,14,FALSE,"Yes ","Eastern",FALSE,FALSE,-71.08716,47.38339,"2020-04-11",2020,"2020-03-19","No","2019-07-01","2019-09-15",NA,NA,0,"2019-08-05",NA,"","","","",NA,"","","","","","Eastern Region","Stopover",3159.146519,157758.8848,"2019-09-20",NA,NA,0,"8296-008","2020-06-05 11:02","2020-06-05 11:02",1,9,14
